Time[s]	TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	D_FuelRate	EngineFuelRate	EngineCoolantTemperature	EngineOilTemperature[Celsius]	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	GPS_Altitude[m]	GPS_Latitude[deg_per_bit]	GPS_Longitude[deg_per_bit]	D_AxleWeight[kg]
723	32,3984375	55,2	0	3	1199,625	29	246	14,6	94	97,75	25,3125	139911585	945,625	-25,4095286	-49,255419	7568
724	32,19921875	29,2	0	3	1186,25	9	110	6,5	94	97,75	25,3125	139911585	947	-25,4095286	-49,255419	6294
725	31,3984375	0	0	3	1169,875	0	0	0	94	98,03125	25,09375	139911595	945	-25,4098028	-49,2556273	6384
726	30,69921875	0	0	3	1140,375	0	0	0	94	98,03125	25,09375	139911595	944,625	-25,4098662	-49,2556788	5785
727	30,3984375	0	0	3	1130,625	0	0	0	94	98,03125	25,09375	139911630	944,875	-25,4099887	-49,2557817	7519
728	30	0	0	3	1114,25	0	0	0	94	98,03125	25,09375	139911630	944,875	-25,4099887	-49,2557817	6066
729	29,796875	0	0	3	1111,375	0	0	0	94	98,03125	25,09375	139911630	943,875	-25,4100434	-49,2558282	5769
730	29,59765625	0	0	3	1097,875	0	0	0	94	98,03125	25,09375	139911640	942,25	-25,4100965	-49,2558626	5562
731	29,8984375	0	0	3	1113,5	0	0	0	94	98,46875	25,09375	139911640	942,75	-25,4101561	-49,2559125	7475
732	30,296875	0	0	3	1127,875	0	0	0	94	98,46875	25	139911665	942,75	-25,4101561	-49,2559125	6041
733	30,8984375	0	0	3	1147,875	0	0	0	94	98,46875	25	139911665	943,375	-25,4102046	-49,2559647	5501
734	32	0	0	3	1190,5	0	0	0	94	98,46875	25	139911680	942,75	-25,410265	-49,2560149	5728
735	33,59765625	40	0	3	1247,5	3	0	0	94	98,46875	25	139911680	942	-25,410265	-49,2560149	7641
736	35,5	71,6	0	3	963,125	14	104	6,15	94	98,46875	25	139911700	942	-25,4103191	-49,2560682	6058
737	37,69921875	0	0	4	1023,5	0	0	0	94	98,46875	25	139911700	941,875	-25,4106709	-49,2563754	5745
738	39,59765625	0	0	4	1080,625	0	0	0	94	98,46875	25	139911700	941,625	-25,4106709	-49,2563754	5932
739	41,3984375	0	0	4	1130,875	0	0	0	94	98,875	25	139911730	941,625	-25,4106709	-49,2563754	7407
740	43	0	0	4	1175	0	0	0	94	98,875	25	139911730	938	-25,4107552	-49,2564514	6288
741	44,796875	0	0	4	1221,875	0	0	0	94	98,875	25	139911750	936,125	-25,4108429	-49,2565168	5703
742	46,5	0	0	4	1270,125	0	0	0	94	99,15625	25	139911750	935	-25,4108429	-49,2565168	5562
743	48	0	0	4	1311,25	0	0	0	94	99,15625	25	139911790	934,875	-25,4109976	-49,2566744	7452
744	49,59765625	0	0	4	1353,125	0	0	0	94	99,15625	25	139911790	934,875	-25,4109976	-49,2566744	6419
745	50,796875	0	26,4	4	1394,25	0	0	0	94	99,15625	25	139911800	934,625	-25,4110839	-49,256758	6246
746	48	0	31,2	4	1312,125	0	0	0	94	99,15625	25	139911800	934,625	-25,4110839	-49,256758	5601
747	44	0	34,8	4	1195,5	0	0	0	94	99,15625	24,90625	139911830	934,625	-25,4112478	-49,2569384	7753
748	38	0	38,4	4	1076,375	0	0	0	94	99,4375	24,90625	139911830	934,375	-25,4113364	-49,2570285	6183
749	31	0	38,8	3	1116,625	0	0	0	93	99,4375	24,90625	139911830	934,5	-25,4113364	-49,2570285	5549
750	22,69921875	0	38,8	2	1110,625	0	0	0	93	99,4375	24,90625	139911865	934,5	-25,4114227	-49,2571186	5601
751	15,796875	0	40	2	776,25	0	0	0	93	99,4375	24,90625	139911865	933	-25,4116626	-49,2573911	7753
752	9,19921875	0	41,2	1	575	14	54	3,2	93	99,4375	25	139911880	933	-25,4116626	-49,2573911	6183
753	3,19921875	0	34,8	1	603,375	12	48	2,85	93	99,5625	25	139911880	932,5	-25,4116992	-49,2574023	5549
754	0,69921875	0	40,8	1	601,5	12	47	2,75	93	99,5625	25	139911890	932,5	-25,4116992	-49,2574023	5601
755	0,296875	0	39,6	1	600,125	12	46	2,7	93	99,5625	25	139911890	931,875	-25,4117176	-49,2574159	7753
756	0	0	39,6	1	601,875	11	45	2,65	93	99,5625	25	139911890	934,5	-25,4117206	-49,2574222	6168
757	0	0	39,6	1	599,375	11	45	2,65	93	99,5625	25	139911890	935,25	-25,4117206	-49,2574222	5724
758	0	0	39,6	1	598,5	12	47	2,75	93	99,5625	25	139911890	935,25	-25,4117302	-49,2574203	5779
759	0	0	39,6	1	599,875	12	47	2,75	93	99,5625	25	139911890	936	-25,4117302	-49,2574203	7417
760	0	0	39,6	1	597,625	12	47	2,75	93	99,5625	25	139911890	936,875	-25,411748	-49,2574154	6158
761	0	0	39,2	1	599,25	12	47	2,75	93	99,5625	25	139911890	937,125	-25,4117602	-49,2574089	5724
762	0	0	27,6	1	600,75	12	47	2,75	93	99,5625	25	139911890	937,125	-25,4117654	-49,2574067	5779
763	0	0	20,4	1	599,5	12	47	2,75	93	99,5625	25	139911890	937,125	-25,4117654	-49,2574067	7439
764	0	0	0	1	598,25	12	48	2,85	93	99,5625	25	139911890	937,25	-25,4117654	-49,2574067	6111
765	0	0	0	1	601,375	12	48	2,85	93	99,5625	25	139911890	937,25	-25,4117638	-49,2574034	5725
766	0	0	0	1	601,625	12	46	2,7	93	99,5625	25	139911890	937	-25,4117638	-49,2574034	5728
767	0	0	0	1	599,125	12	46	2,7	93	99,5625	25	139911890	937,25	-25,4117593	-49,2573966	7495
768	0	0	0	1	599,875	12	47	2,75	93	99,5625	25	139911890	937,25	-25,4117593	-49,2573966	6110
769	0	0	0	1	600,625	12	46	2,7	93	99,5625	25	139911890	937,25	-25,4117601	-49,2573963	5725
770	0	0	0	1	600	12	47	2,75	93	99,5625	25,09375	139911890	937,25	-25,4117601	-49,2573963	5728
771	0	0	0	1	599,25	12	46	2,7	93	99,5625	25,09375	139911890	936,5	-25,4117608	-49,2573895	7495
772	0	0	0	1	601	12	45	2,65	93	99,5625	25,09375	139911890	936,5	-25,4117608	-49,2573895	6113
773	0	0	0	1	600	12	45	2,65	93	99,5625	25,09375	139911890	936,5	-25,4117662	-49,2573918	5725
774	0	0	0	1	602,25	11	45	2,65	93	99,5625	25,09375	139911890	936,375	-25,4117713	-49,2573912	5715
775	0	0	0	1	600	11	45	2,65	93	99,5625	25,09375	139911890	936,375	-25,4117713	-49,2573912	7496
776	0	0	0	1	599,625	12	45	2,65	93	99,4375	25,09375	139911890	935,75	-25,4117713	-49,2573912	6108
777	0	0	0	1	600,25	11	44	2,6	93	99,4375	25,09375	139911890	935	-25,4117713	-49,2573912	5725
778	0	0	0	1	600,5	11	45	2,65	93	99,4375	25,09375	139911890	935	-25,4117646	-49,2573888	5715
779	0	0	0	1	601,375	11	44	2,6	93	99,4375	25,3125	139911890	935	-25,4117646	-49,2573888	7496
780	0	0	0	1	600,875	11	44	2,6	93	99,4375	25,3125	139911890	934,875	-25,4117646	-49,2573888	6111
781	0	0	0	1	599,5	11	44	2,6	93	99,4375	25,3125	139911890	934,875	-25,4117507	-49,2573896	5747
782	0	0	0	1	601,25	11	43	2,55	92	99,28125	25,3125	139911890	934,5	-25,4117507	-49,2573896	5715
783	0	0	0	1	599,625	11	43	2,55	92	99,28125	25,3125	139911890	934,375	-25,411749	-49,2573891	7496
784	0	0	0	1	600,875	11	42	2,45	92	99,28125	25,3125	139911890	934,25	-25,4117494	-49,2573889	6108
785	0	0	0	1	600,25	11	42	2,45	92	99,28125	25,40625	139911890	934,25	-25,4117494	-49,2573889	5725
786	0	0	0	1	600,625	10	42	2,45	92	99	25,40625	139911890	934,25	-25,4117496	-49,2573889	5715
787	0	0	0	1	601	10	41	2,4	92	99	25,40625	139911890	934,25	-25,411751	-49,2573888	7496
788	0	0	0	1	600,125	10	41	2,4	92	99	25,40625	139911890	934,25	-25,4117512	-49,2573887	6107
789	0	0	0	1	600,375	10	41	2,4	92	99	25,40625	139911890	933,625	-25,4117512	-49,2573887	5725
790	0	0	0	1	600,25	10	41	2,4	92	99	25,40625	139911890	934	-25,4117548	-49,2573941	5715
791	0	0	0	1	599,625	10	41	2,4	92	99	25,40625	139911890	934	-25,4117548	-49,2573941	7496
792	0	0	0	1	599,375	10	41	2,4	92	99	25,40625	139911890	934	-25,4117548	-49,2573941	6108
793	0,8984375	0	0	1	559,875	25	104	6,15	91	98,875	25,40625	139911890	934	-25,4117536	-49,2573977	5725
794	4,3984375	0	0	1	607,75	21	86	5,1	91	98,875	25,40625	139911890	934,5	-25,4117519	-49,2573991	5460
795	6,796875	0	0	1	614,875	17	69	4,05	91	98,875	25,40625	139911890	934,5	-25,4117496	-49,2574013	7596
796	9	0	0	1	612,25	14	56	3,3	91	98,875	25,40625	139911890	934,5	-25,4117569	-49,2574081	6081
797	11	0	0	1	610,5	12	47	2,75	91	98,875	25,5	139911890	934,5	-25,4117569	-49,2574081	5769
798	12,796875	0	0	1	618,125	7	30	1,75	91	98,875	25,5	139911890	935,375	-25,4117786	-49,2574318	5575
799	14,19921875	0	0	1	615	2	14	0,8	91	98,875	25,5	139911895	933,625	-25,4117945	-49,2574579	7708
800	15,3984375	0	0	1	620,625	0	4	0,2	91	98,875	25,5	139911895	932,5	-25,4117945	-49,2574579	6093
801	16,59765625	0	0	1	664,875	0	0	0	91	98,875	25,5	139911910	931,75	-25,4118155	-49,257498	5768
802	17,59765625	0	0	1	723,5	0	0	0	91	98,875	25,5	139911910	932,625	-25,411835	-49,2575218	5601
803	18,69921875	0	0	1	778,875	0	0	0	91	98,875	25,5	139911920	932,625	-25,411835	-49,2575218	7496
804	19,5	0	0	1	826,875	0	0	0	91	98,46875	25,5	139911920	931,875	-25,411865	-49,2575481	6145
805	20,296875	0	0	1	872,5	0	0	0	91	98,46875	25,5	139911920	931,875	-25,4119005	-49,2575774	5791
806	21,19921875	0	0	1	918,5	0	0	0	91	98,46875	25,5	139911925	932	-25,4119005	-49,2575774	5702
807	21,8984375	0	0	2	1108	0	0	0	91	98,46875	25,5	139911925	932	-25,411939	-49,2576084	7774
808	22,8984375	0	0	2	1159,5	0	0	0	90	98,46875	25,5	139911945	931,625	-25,411939	-49,2576084	6110
809	23,796875	0	0	2	1205	0	0	0	90	98,46875	25,5	139911945	931,625	-25,4125184	-49,2581994	5788
810	24,3984375	0	0	2	1236,125	0	0	0	90	98,46875	25,5	139911955	930,5	-25,4125184	-49,2581994	5677
811	24,796875	0	0	2	1256,875	0	0	0	90	98,46875	25,5	139911955	929,875	-25,4125184	-49,2581994	7328
812	25	0	0	2	1268,375	0	0	0	90	97,90625	25,59375	139911955	929,875	-25,4125184	-49,2581994	6141
813	25	0	0	2	1261,25	0	0	0	90	97,90625	25,59375	139911980	929,375	-25,4125184	-49,2581994	5682
814	24,69921875	0	0	2	1247,25	0	0	0	90	97,90625	25,59375	139911980	928,875	-25,4125184	-49,2581994	5664
815	24,296875	0	0	2	1232,25	0	0	0	90	97,90625	25,59375	139911980	927,875	-25,4125184	-49,2581994	7785
816	23,796875	0	0	2	1202,875	0	0	0	90	97,90625	25,59375	139911985	927,625	-25,4125184	-49,2581994	6116
817	23,296875	0	0	2	1174,625	0	0	0	90	97,90625	25,59375	139911985	927,125	-25,4125184	-49,2581994	5722
818	22,796875	0	0	2	1151,75	0	0	0	90	97,90625	25,5	139912000	926	-25,4125184	-49,2581994	5702
819	22	0	0	2	1111,625	0	0	0	90	97,90625	25,5	139912000	925,375	-25,4125184	-49,2581994	7764
820	21,296875	0	0	2	1075,5	0	0	0	90	97,90625	25,5	139912020	926,75	-25,4125616	-49,2582518	6045
821	20,5	0	0	2	1037,375	0	0	0	90	97,90625	25,5	139912020	926,75	-25,4125616	-49,2582518	5836
822	19,5	0	0	2	981,25	0	0	0	90	97,625	25,5	139912030	926,5	-25,4127302	-49,2583613	5753
823	18,3984375	27,2	0	2	930,125	7	27	1,6	90	97,625	25,5	139912030	926,5	-25,4127302	-49,2583613	7507
824	17,8984375	40,4	0	2	903,25	21	119	7,05	90	97,625	25,40625	139912050	927,5	-25,4127548	-49,2583915	6096
825	17,8984375	48	0	2	915,125	30	187	11,1	90	97,625	25,40625	139912050	925,5	-25,412797	-49,2584224	6057
826	17,8984375	49,6	0	2	909,125	31	184	10,9	90	97,625	25,40625	139912050	925,5	-25,412797	-49,2584224	5473
827	17,8984375	44	0	2	905,375	25	158	9,35	90	97,5	25,40625	139912060	922,75	-25,4128628	-49,2584713	7959
828	17,59765625	44	0	2	891,25	25	153	9,05	90	97,5	25,40625	139912060	922,75	-25,4128628	-49,2584713	6053
829	17,296875	42	0	2	871,25	24	146	8,65	90	97,5	25,40625	139912065	922,5	-25,4129454	-49,258542	5748
830	16,59765625	41,6	0	2	965,625	20	136	8,05	90	97,5	25,40625	139912065	926,125	-25,4129454	-49,258542	5473
831	16,09765625	33,6	0	1	925	13	85	5	90	97,625	25,40625	139912080	926,5	-25,4129721	-49,2585648	7440
832	15	12,4	102	1	720,625	2	11	0,65	90	97,625	25,40625	139912080	926,5	-25,4129991	-49,2586006	6090
833	13,69921875	17,2	0	1	627,5	6	22	1,3	90	97,625	25,40625	139912085	926,5	-25,4130427	-49,2586336	5878
834	12,5	26	0	1	602,25	14	44	2,6	90	97,625	25,40625	139912085	925,5	-25,4130427	-49,2586336	5435
835	11,8984375	18,8	0	1	606,625	8	30	1,75	90	97,625	25,40625	139912085	925,5	-25,4130875	-49,258664	7362
836	11,19921875	16	0	1	589,375	12	47	2,75	90	97,625	25,40625	139912100	926	-25,4132147	-49,2587695	6126
837	10,59765625	0	0	1	594,875	13	50	2,95	90	97,625	25,40625	139912100	926	-25,4132147	-49,2587695	5768
838	9,8984375	0	0	1	595,25	14	55	3,25	90	97,625	25,40625	139912105	926,125	-25,4132147	-49,2587695	5613
839	9,19921875	0	0	1	594,875	16	60	3,55	90	97,625	25,40625	139912105	922	-25,4132644	-49,2587988	7775
840	8,59765625	0	0	1	597,875	16	62	3,65	90	97,625	25,5	139912110	922	-25,4132644	-49,2587988	6036
841	8	0	0	1	596,375	17	64	3,8	90	97,625	25,5	139912110	914,75	-25,4132682	-49,2588131	5901
842	7,5	0	0	1	597,25	17	66	3,9	90	97,625	25,5	139912120	913,75	-25,4132682	-49,2588131	5448
843	7	0	0	1	595,75	18	69	4,05	90	97,625	25,5	139912120	913,75	-25,4132742	-49,2588212	7484
844	6,59765625	0	0	1	596,375	19	72	4,25	90	97,625	25,5	139912120	912,75	-25,413291	-49,2588487	6097
845	6,19921875	0	0	1	598,125	19	74	4,35	90	97,625	25,5	139912120	911,75	-25,413291	-49,2588487	5769
846	5,796875	0	0	1	598,375	20	77	4,55	90	97,625	25,5	139912120	912,5	-25,4133082	-49,2588783	5473
847	5,5	0	0	1	598,375	20	79	4,65	90	97,625	25,5	139912125	912,5	-25,4133082	-49,2588783	7640
848	5,19921875	0	0	1	597,625	21	81	4,8	90	97,625	25,5	139912125	912,125	-25,4133131	-49,2589004	6081
849	5	0	0	1	598,75	21	83	4,9	90	97,625	25,5	139912130	911,875	-25,4133131	-49,2589004	5747
850	4,8984375	0	0	1	599,5	21	83	4,9	90	97,625	25,5	139912130	911,875	-25,4133177	-49,2589141	5409
851	4,796875	0	0	1	599,625	21	83	4,9	90	97,625	25,40625	139912130	911,875	-25,4133241	-49,258934	7607
852	4,5	7,2	0	1	597,375	22	86	5,1	90	97,625	25,40625	139912130	913	-25,4133437	-49,2589697	6100
853	4,3984375	8,8	0	1	597,375	23	88	5,2	90	97,625	25,40625	139912135	913,75	-25,4133548	-49,2589745	5835
854	4,3984375	10	0	1	600,125	23	89	5,25	90	97,625	25,40625	139912135	913,75	-25,4133548	-49,2589745	5499
855	4,3984375	15,6	0	1	601,125	23	89	5,25	90	97,625	25,40625	139912135	912,75	-25,4133724	-49,2589798	7585
856	4,3984375	12,4	0	1	601,5	22	88	5,2	90	97,625	25,5	139912135	913	-25,4133814	-49,2589841	6072
857	4,3984375	10,8	0	1	600,125	22	87	5,15	90	97,625	25,5	139912135	912	-25,4133814	-49,2589841	5813
858	4,3984375	8	0	1	599,125	22	88	5,2	90	97,625	25,5	139912140	912	-25,4133958	-49,2589874	5358
859	4,296875	4,4	0	1	601,25	22	89	5,25	90	97,625	25,5	139912140	912	-25,4134076	-49,2589937	7574
860	4,3984375	3,6	0	1	601,75	22	88	5,2	90	97,625	25,59375	139912145	912	-25,4134076	-49,2589937	6109
861	4,59765625	0	0	1	601,5	22	86	5,1	90	97,625	25,59375	139912145	912,75	-25,4134285	-49,2590068	5772
862	4,59765625	0	0	1	600,125	22	86	5,1	90	97,625	25,59375	139912145	913,25	-25,4134285	-49,2590068	5511
863	4,5	0	0	1	599,625	22	85	5	90	97,625	25,59375	139912145	913,25	-25,4134423	-49,2590193	7608
864	4,296875	0	0	1	600,875	22	86	5,1	90	97,625	25,59375	139912145	913,25	-25,4134503	-49,2590228	6108
865	4,5	0	0	1	601,625	22	85	5	90	97,625	25,59375	139912150	913,25	-25,4134503	-49,2590228	5792
866	4,5	0	0	1	600,875	22	85	5	90	97,625	25,59375	139912150	913,5	-25,4134503	-49,2590228	5524
867	4,59765625	0	0	1	600,25	22	84	4,95	90	97,625	25,59375	139912150	915,375	-25,4134793	-49,2590435	7563
868	4,59765625	0	0	1	600,625	21	84	4,95	90	97,625	25,59375	139912150	915,375	-25,4134793	-49,2590435	6090
869	4,59765625	0	0	1	597,5	22	86	5,1	90	97,625	25,59375	139912155	916	-25,4134899	-49,2590534	5836
870	4,5	0	0	1	599,125	22	87	5,15	90	97,625	25,59375	139912155	918,125	-25,4135245	-49,2590784	5371
871	4,3984375	0	0	1	602,875	22	86	5,1	90	97,625	25,8125	139912155	918	-25,413532	-49,259087	7619
872	4,69921875	0	2,4	1	602,25	21	84	4,95	90	97,625	25,8125	139912155	918	-25,413532	-49,259087	6106
873	4,09765625	0	20,8	1	618,5	9	34	2	90	97,625	25,8125	139912155	919	-25,4135663	-49,2591155	5769
874	3,09765625	0	102	1	595,375	12	46	2,7	90	97,625	25,8125	139912160	923,75	-25,4135868	-49,2591297	5550
875	2	0	102	1	600,375	11	44	2,6	90	97,625	25,8125	139912160	923,75	-25,4135868	-49,2591297	7574
876	1	0	24	1	600,125	11	45	2,65	90	97,625	25,8125	139912160	925,5	-25,4135868	-49,2591297	6100
877	0,296875	0	0	1	579,25	14	47	2,75	90	97,625	25,8125	139912160	927,5	-25,4136069	-49,2591422	5791
878	0,19921875	26,8	0	1	589,25	26	103	6,1	90	97,34375	25,8125	139912165	927,5	-25,4136253	-49,2591534	5435
879	1,19921875	50	102	1	680,75	40	173	10,25	90	97,34375	25,8125	139912165	928,125	-25,4136253	-49,2591534	7663
880	3,19921875	54,8	0	1	923	39	252	14,95	90	97,34375	25,8125	139912165	928,125	-25,4136923	-49,2591734	6087
881	5,3984375	57,6	102	1	1024,5	39	281	16,65	90	97,34375	25,8125	139912165	929,5	-25,4136957	-49,2591746	5748
882	7,59765625	59,6	0	1	1094,125	39	300	17,8	90	97,21875	25,8125	139912165	929,875	-25,4137036	-49,2591799	5231
883	9,3984375	60,4	0	1	1142	39	310	18,4	90	97,21875	25,8125	139912165	929,875	-25,4137036	-49,2591799	7675
884	10,8984375	62,4	0	1	1207,75	40	338	20,05	90	97,21875	25,8125	139912165	931,5	-25,4137241	-49,2591972	6062
885	12,3984375	64	102	1	1256,75	41	358	21,25	90	97,21875	25,8125	139912170	931,5	-25,4137259	-49,2592041	5904
886	14	67,2	0	1	1355	43	404	23,95	90	97,21875	25,8125	139912170	931	-25,4137372	-49,2592187	5320
887	15,296875	69,2	102	1	1385,875	44	398	23,6	90	97,21875	25,8125	139912175	933,25	-25,4137372	-49,2592187	7763
888	16,59765625	68,8	102	1	1444,125	43	433	25,7	90	97,0625	25,8125	139912175	935	-25,4137705	-49,2592557	6084
889	17,59765625	70,4	102	1	1473,125	44	418	24,8	90	97,0625	25,8125	139912190	935	-25,4137705	-49,2592557	5856
890	18,69921875	69,2	0	1	1448,5	38	414	24,55	90	97,0625	25,8125	139912190	931	-25,4137929	-49,2592757	5308
891	19,796875	70,4	0	2	1008,875	53	301	17,85	90	97,0625	25,8125	139912195	930,25	-25,4137929	-49,2592757	7786
892	21,19921875	66	0	2	1081,625	54	419	24,85	90	97,0625	25,8125	139912195	930,25	-25,4138184	-49,2592997	6034
893	22,59765625	66	0	2	1154,375	50	438	26	90	97,0625	25,8125	139912195	927,5	-25,4139615	-49,2594174	5725
894	23,5	64,8	102	2	1199,125	45	363	21,55	90	97,0625	25,90625	139912215	927,5	-25,4139615	-49,2594174	5384
895	24,19921875	60,8	0	2	1230	38	322	19,1	90	96,65625	25,90625	139912215	924,125	-25,4139615	-49,2594174	7563
896	24,69921875	62,4	0	2	1253	38	339	20,1	90	96,375	25,90625	139912225	924,375	-25,4140409	-49,2595071	6099
897	25,09765625	62,8	102	2	1274,5	38	336	19,95	90	96,375	25,90625	139912225	924,375	-25,4140409	-49,2595071	5577
898	25,5	62,4	0	2	1291,875	36	326	19,35	90	96,375	25,90625	139912235	926	-25,4140864	-49,2595595	5435
899	25,796875	63,2	0	2	1307,875	37	330	19,55	90	96,375	25,90625	139912235	925,625	-25,4141391	-49,2596043	7574
900	26,19921875	62	102	2	1326,75	34	323	19,15	90	96,375	25,90625	139912260	924,125	-25,4142248	-49,2596993	6059
901	26,5	61,6	102	2	1343,25	33	329	19,5	90	96,375	25,90625	139912260	922,25	-25,4142749	-49,2596993	5747
902	26,59765625	61,2	0	2	1019,875	25	191	11,3	90	96,375	25,90625	139912260	922,25	-25,4142749	-49,2597376	5486
903	26,69921875	58	102	3	995,75	41	284	16,85	90	96,5	25,90625	139912275	922,125	-25,4143667	-49,2598276	7474
904	26,796875	52	102	3	1003,75	32	220	13,05	90	96,5	25,90625	139912275	921,75	-25,4144151	-49,2598669	6073
905	26,59765625	49,2	0	3	982,875	27	194	11,5	90	96,5	25,59375	139912295	921,75	-25,4144151	-49,2598669	5834
906	26,3984375	47,6	0	3	982,5	26	198	11,75	90	96,5	25,59375	139912295	918,75	-25,4145149	-49,2599625	5511
907	26,19921875	49,6	0	3	972,375	29	188	11,15	90	96,5	25,59375	139912310	919,5	-25,4145617	-49,2600134	7384
908	25,8984375	46,4	0	3	969,5	26	173	10,25	90	96,5	25,59375	139912310	919,5	-25,4145617	-49,2600134	6100
909	25,59765625	42,8	102	3	949,375	22	149	8,8	90	96,5	25,8125	139912320	920,125	-25,4146112	-49,2600644	5725
910	25	34,8	102	3	914,75	14	90	5,3	90	96,5	25,8125	139912320	920,5	-25,4147026	-49,2601481	5371
911	24,296875	35,6	0	3	901,75	15	90	5,3	90	96,5	25,8125	139912320	920,5	-25,4147026	-49,2601481	7563
912	23,19921875	40	0	2	1165,875	13	103	6,1	90	96,5	25,8125	139912345	920,75	-25,4147586	-49,2602018	6052
913	22,69921875	40,8	0	2	1146,875	14	98	5,8	90	96,5	25,8125	139912345	920,75	-25,4147987	-49,2602405	5857
914	22,19921875	43,6	0	2	1120,625	17	135	8	91	96,5	25,8125	139912350	920,75	-25,4147987	-49,2602405	5435
915	21,796875	43,2	102	2	1098	18	133	7,85	91	96,65625	25,8125	139912350	920,625	-25,4149199	-49,2603679	7563
916	21,296875	42,8	102	2	1082,625	18	133	7,85	91	96,65625	25,8125	139912370	921,375	-25,4149603	-49,2604133	6128
917	21	42,4	0	2	1063,75	18	134	7,95	91	96,65625	25,8125	139912370	921,375	-25,4149603	-49,2604133	5794
918	20,59765625	43,2	0	2	1043,625	20	139	8,25	91	96,65625	25,8125	139912380	921	-25,4149721	-49,2604673	5448
919	20,296875	43,2	102	2	1025,375	20	143	8,45	91	96,78125	25,8125	139912380	921,125	-25,4149721	-49,2604673	7429
920	20	43,2	0	2	1012,5	21	143	8,45	91	96,78125	25,59375	139912395	922	-25,4150033	-49,2605139	6129
921	19,69921875	42,4	0	2	1001,125	20	136	8,05	91	96,78125	25,59375	139912395	922	-25,415045	-49,2605494	5985
922	19,296875	35,6	0	2	978,125	15	115	6,8	91	96,78125	25,59375	139912395	922	-25,415045	-49,2605494	5473
923	18,69921875	38,8	0	2	947,875	18	111	6,55	91	97,0625	25,59375	139912410	922,5	-25,4151708	-49,2606933	7529
924	18,19921875	37,2	0	2	926,625	17	107	6,35	91	97,0625	25,59375	139912410	922,125	-25,4152166	-49,2607239	6135
925	17,69921875	38,4	0	2	894,25	19	118	7	91	97,0625	25,5	139912410	922,125	-25,4152166	-49,2607239	5767
926	17,3984375	38,8	102	2	880,5	20	122	7,2	91	97,0625	25,5	139912415	922,375	-25,4152989	-49,2607929	5588
927	17	39,2	0	2	860,5	20	124	7,35	91	97,0625	25,5	139912415	923	-25,4153362	-49,2608242	7664
928	16,3984375	42	0	2	999,375	19	128	7,6	91	97,0625	25,5	139912425	923,25	-25,4153658	-49,2608651	6254
929	15,796875	41,6	0	1	1033,375	18	131	7,75	91	97,0625	25,5	139912425	923,625	-25,4153658	-49,2608651	5640
930	15,296875	41,2	0	1	1009,125	19	125	7,4	91	97,34375	25,5	139912440	924,375	-25,4154612	-49,2609246	5397
931	14,8984375	41,6	102	1	996	19	134	7,95	91	97,34375	25,5	139912440	924,375	-25,4154612	-49,2609246	7630
932	14,3984375	40,8	0	1	991,5	19	130	7,7	91	97,34375	25,5	139912440	924,875	-25,4154612	-49,2609246	6090
933	13,796875	40,8	102	1	979,125	19	129	7,65	91	97,34375	25,59375	139912450	925	-25,4155197	-49,2609691	5879
934	13,3984375	41,2	102	1	979,75	20	137	8,1	91	97,34375	25,59375	139912450	925	-25,4155197	-49,2609691	5562
935	13,09765625	42	0	1	974,5	20	135	8	91	97,5	25,59375	139912460	926,375	-25,4155802	-49,2610114	7585
936	12,69921875	40,8	0	1	963,25	20	134	7,95	91	97,5	25,59375	139912460	926,375	-25,4155802	-49,2610114	6054
937	12,3984375	41,6	0	1	942,875	21	138	8,15	91	97,5	25,5	139912470	926,375	-25,4156124	-49,2610321	5878
938	12	42,8	102	1	955,875	22	143	8,45	91	97,5	25,5	139912470	926,375	-25,4156124	-49,2610321	5460
939	11,8984375	42,8	102	1	954,375	22	143	8,45	91	97,5	25,5	139912470	925,875	-25,4156966	-49,261084	7608
940	11,69921875	43,2	0	1	953,25	23	145	8,6	91	97,625	25,5	139912470	926,5	-25,4157219	-49,2611025	6083
941	11,59765625	43,2	102	1	953,25	22	150	8,9	91	97,625	25,5	139912470	927,5	-25,4157469	-49,2611222	5919
942	11,5	44	0	1	954	23	150	8,9	91	97,625	25,5	139912485	927,5	-25,4157469	-49,2611222	5435
943	11,3984375	42,8	0	1	952,5	22	145	8,6	91	97,625	25,5	139912485	927,5	-25,4157906	-49,261158	7585
944	11,3984375	43,2	102	1	948,875	22	143	8,45	91	97,625	25,5	139912490	927,625	-25,4157906	-49,261158	6077
945	11,296875	42,8	0	1	942,375	22	141	8,35	91	97,625	25,5	139912490	927,875	-25,415835	-49,2611944	5854
946	11,3984375	47,6	0	1	988	26	177	10,5	91	97,625	25,5	139912500	927,875	-25,415835	-49,2611944	5397
947	11,59765625	48,4	102	1	1028,75	26	184	10,9	91	97,625	25,5	139912500	927,875	-25,415835	-49,2611944	7552
948	12	51,2	0	1	1068,5	28	213	12,6	91	97,625	25,5	139912505	928,75	-25,415835	-49,2611944	6060
949	12,3984375	50,8	0	1	1086,875	28	206	12,2	91	97,625	25,5	139912505	928,75	-25,4158805	-49,2612318	5813
950	12,8984375	52	0	1	1056,5	29	177	10,5	91	97,625	25,5	139912505	926,375	-25,4158805	-49,2612318	5257
