Time[s]	TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	D_FuelRate	EngineFuelRate	EngineCoolantTemperature	EngineOilTemperature[Celsius]	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	GPS_Altitude[m]	GPS_Latitude[deg_per_bit]	GPS_Longitude[deg_per_bit]	D_AxleWeight[kg]
951	13,09765625	50	0	1	1095,625	26	198	11,75	91	97,625	25,5	139912510	926,375	-25,4161713	-49,2615169	5257
952	13,19921875	47,2	0	1	1065,625	23	169	10	91	97,75	25,5	139912510	925,875	-25,4161713	-49,2615169	6080
953	13,296875	48	0	1	1059,5	25	180	10,65	91	97,75	25,5	139912520	925,875	-25,4161713	-49,2615169	5792
954	13,296875	47,2	0	1	1054,25	23	171	10,15	91	97,75	25,5	139912520	925,5	-25,4161713	-49,2615169	5511
955	13,5	47,2	0	1	1062	23	167	9,9	91	97,75	25,5	139912530	926,5	-25,4161713	-49,2615169	7763
956	13,3984375	46,4	0	1	1051,25	23	164	9,7	91	97,75	25,5	139912530	928,375	-25,4161713	-49,2615169	6095
957	13,5	46,8	0	1	1048,125	23	167	9,9	91	97,75	25,5	139912540	928,375	-25,4161713	-49,2615169	6030
958	13,3984375	46	0	1	1033,375	23	158	9,35	91	97,75	25,5	139912540	928,125	-25,4161713	-49,2615169	5473
959	13,296875	44,8	0	1	1009,375	22	149	8,8	91	97,75	25,5	139912540	928,125	-25,4161713	-49,2615169	7552
960	13,19921875	44,8	0	1	1013,25	22	151	8,95	91	97,75	25,5	139912545	928,625	-25,4161713	-49,2615169	6100
961	13	43,2	0	1	985,875	21	143	8,45	91	97,75	25,5	139912545	929,125	-25,4161972	-49,2615391	5813
962	12,796875	44,8	102	1	981,375	23	142	8,4	91	97,75	25,5	139912550	929	-25,4162504	-49,2615759	5371
963	12,5	34,8	102	1	897,125	15	92	5,45	91	97,75	25,5	139912550	929	-25,4162504	-49,2615759	7708
964	11,796875	0	102	1	702,5	7	0	0	91	97,75	25,59375	139912560	927	-25,416278	-49,2615982	6086
965	11,09765625	0	0	1	594,75	10	38	2,25	91	97,75	25,59375	139912560	927	-25,416328	-49,2616484	5835
966	10,296875	0	0	1	594,375	12	48	2,85	91	97,75	25,59375	139912570	927	-25,4163691	-49,2616985	5486
967	9,5	49,6	0	1	646,75	39	134	7,95	91	97,75	25,59375	139912570	927	-25,4163691	-49,2616985	7663
968	10	61,2	0	1	1144,375	40	323	19,15	91	97,75	25,90625	139912575	927,875	-25,4163882	-49,261719	6098
969	11,59765625	66,4	0	1	1266,5	45	396	23,5	91	97,75	25,90625	139912575	927,875	-25,4163882	-49,261719	5900
970	13,3984375	70,8	102	1	1357	48	438	26	91	97,75	25,90625	139912575	929,125	-25,4164252	-49,2617405	5206
971	15,296875	72,4	0	1	1462,375	48	517	30,65	91	97,75	25,90625	139912585	928,875	-25,4164252	-49,2617405	7730
972	17	68,4	102	1	1449,75	41	403	23,9	92	97,75	25,90625	139912585	931	-25,4164684	-49,2617673	6038
973	18,19921875	67,2	0	1	1470,875	39	389	23,05	92	97,75	25,90625	139912590	931	-25,4164684	-49,2617673	5660
974	19,5	63,2	0	1	1030,375	34	262	15,55	92	97,75	25,90625	139912590	931	-25,4164928	-49,2617855	5371
975	20,5	59,2	0	2	1046,125	41	296	17,55	92	97,75	25,90625	139912605	932	-25,4165174	-49,2618081	7396
976	21,296875	58,4	0	2	1084,875	38	284	16,85	92	97,75	25,90625	139912605	933,5	-25,4165174	-49,2618081	6135
977	22,19921875	57,2	102	2	1113,125	36	298	17,65	92	97,75	25,90625	139912610	933,5	-25,4165446	-49,2618364	5926
978	22,69921875	59,2	102	2	1154,75	36	284	16,85	92	97,75	25,90625	139912610	935,375	-25,4167252	-49,2620147	5588
979	23,5	60	102	2	1192,125	36	285	16,9	92	97,75	25,90625	139912610	935,375	-25,4167252	-49,2620147	7764
980	24,3984375	60,4	0	2	1235,75	35	297	17,6	92	97,75	26	139912625	938	-25,4167675	-49,2620551	6017
981	25,3984375	62,8	0	2	1144,375	28	231	13,7	92	97,75	26	139912625	939,375	-25,4167675	-49,2620551	5705
982	26,5	60,8	0	3	992,125	47	318	18,85	92	97,75	26	139912645	939,875	-25,4168532	-49,2621325	5435
983	28,09765625	62,4	0	3	1044,875	46	333	19,75	92	97,75	26	139912645	939,875	-25,4168532	-49,2621325	7585
984	29,69921875	62	0	3	1102,375	44	333	19,75	92	97,75	26	139912660	940	-25,4169137	-49,2621685	6070
985	31,19921875	60,8	102	3	1157,25	40	315	18,7	92	97,75	26	139912660	939,75	-25,4169923	-49,2622639	5749
986	32,69921875	61,2	0	3	1214,375	38	319	18,9	92	97,75	25,90625	139912680	938,75	-25,4170388	-49,2623241	5460
987	34,19921875	58	0	3	1261,625	28	244	14,45	92	97,75	25,90625	139912680	938,75	-25,4170388	-49,2623241	7630
988	35,19921875	0	0	4	939,875	0	50	2,95	92	97,625	25,90625	139912700	938	-25,4170978	-49,2623806	6091
989	35,5	0	0	4	971	0	0	0	92	97,625	25,90625	139912700	937,25	-25,4172131	-49,2625117	5747
990	35,8984375	0	0	4	982,125	0	0	0	92	97,625	25,90625	139912700	937,25	-25,4172131	-49,2625117	5843
991	36,09765625	0	0	4	988,625	0	0	0	92	97,625	25,90625	139912710	936	-25,4173185	-49,2626749	7351
992	36,5	0	0	4	997,25	0	0	0	92	97,625	25,90625	139912710	936	-25,4173922	-49,2627552	6068
993	36,796875	0	0	4	1004,375	0	0	0	92	97,625	25,90625	139912750	936	-25,4173922	-49,2627552	5770
994	37,19921875	0	0	4	1016,75	0	0	0	92	97,75	25,90625	139912750	936,25	-25,4175553	-49,2628854	5810
995	37,59765625	0	0	4	1026,625	0	0	0	92	97,75	25,8125	139912760	936,625	-25,4176426	-49,2629521	7975
996	38,19921875	0	0	4	1043,125	0	0	0	92	97,75	25,8125	139912760	937,375	-25,4176426	-49,2629521	6273
997	38,296875	0	102	4	1049,375	0	0	0	92	97,75	25,8125	139912790	937,375	-25,4177254	-49,2630211	5682
998	38,69921875	0	102	4	1056,125	0	0	0	92	97,75	25,8125	139912790	937,625	-25,4178657	-49,2631453	5601
999	38,8984375	0	0	4	1065,75	0	0	0	92	97,625	25,8125	139912790	937	-25,4178657	-49,2631453	7708
1000	39,19921875	0	102	4	1073,375	0	0	0	92	97,625	25,8125	139912815	935,875	-25,4179337	-49,2632116	6144
1001	39,69921875	0	102	4	1085	0	0	0	92	97,625	25,8125	139912815	935,875	-25,4180064	-49,2632719	5769
1002	39,796875	0	102	4	1094,75	0	0	0	92	97,625	25,59375	139912835	934,875	-25,4180769	-49,2633412	5894
1003	40,19921875	0	102	4	1098	0	0	0	92	97,625	25,59375	139912835	934,75	-25,4181514	-49,2634188	7507
1004	40,5	0	102	4	1109,5	0	0	0	92	97,90625	25,59375	139912870	934,75	-25,4181514	-49,2634188	6051
1005	40,796875	0	0	4	1112,625	0	0	0	92	97,90625	25,59375	139912870	934	-25,4182311	-49,263492	5792
1006	41,09765625	0	0	4	1125,5	0	0	0	92	97,90625	25,5	139912890	934	-25,4183124	-49,2635604	5562
1007	41,3984375	0	0	4	1129,625	0	0	0	92	97,90625	25,5	139912890	933,5	-25,4183124	-49,2635604	7619
1008	41,59765625	0	0	4	1135,375	0	0	0	92	98,03125	25,5	139912890	932,5	-25,41863	-49,2638313	6109
1009	41,5	0	0	4	1135,5	0	0	0	92	98,03125	25,5	139912900	932,5	-25,41863	-49,2638313	6168
1010	41,59765625	0	0	4	1131,5	0	0	0	92	98,03125	25,5	139912900	927,375	-25,41863	-49,2638313	6020
1011	41,09765625	0	0	4	1126,625	0	0	0	92	98,03125	25,5	139912935	927,5	-25,4188469	-49,2640411	7808
1012	40,8984375	0	0	4	1116,75	0	0	0	92	98,03125	25,5	139912935	926,875	-25,4189221	-49,2641157	6112
1013	39,8984375	0	0	4	1091	0	0	0	92	98,1875	25,5	139912960	926,875	-25,4189221	-49,2641157	6102
1014	38,796875	0	102	4	1053,375	0	0	0	92	98,1875	25,5	139912960	926,5	-25,4189988	-49,264194	6054
1015	37,3984375	0	102	4	1017,375	0	0	0	92	98,1875	25,5	139912995	926,75	-25,4191464	-49,2643359	6610
1016	36,09765625	0	102	4	984,5	0	0	0	92	98,1875	25,5	139912995	926,75	-25,4191464	-49,2643359	6053
1017	35,09765625	0	102	4	958,875	0	0	0	92	98,1875	25,5	139912995	926,5	-25,4191464	-49,2643359	5422
1018	34,09765625	0	0	4	933,75	0	0	0	92	98,1875	25,3125	139913015	927,375	-25,4192979	-49,2644659	5588
1019	33,09765625	0	0	4	903,5	0	0	0	92	98,1875	25,3125	139913015	927,625	-25,4192979	-49,2644659	7652
1020	32,19921875	20	102	4	817	3	0	0	92	98,1875	25,3125	139913035	927,625	-25,4193666	-49,2645269	6104
1021	31	46,4	0	3	1161,125	19	147	8,7	92	98,3125	25,3125	139913035	928	-25,4193666	-49,2645269	5901
1022	30,69921875	54,4	0	3	1142,25	29	230	13,65	92	98,3125	25,3125	139913060	928	-25,4196277	-49,2647421	5511
1023	30,5	58,4	0	3	1136,25	36	280	16,6	92	98,3125	25,3125	139913060	927,75	-25,4196277	-49,2647421	7753
1024	30,19921875	54,4	0	3	1148,625	30	212	12,55	92	98,3125	25,3125	139913070	927,625	-25,4197487	-49,2648446	6121
1025	30,09765625	54,8	0	3	1121	32	250	14,8	92	98,3125	25,3125	139913070	927,625	-25,4197487	-49,2648446	5838
1026	30,09765625	55,6	0	3	1118,25	33	247	14,65	92	98,46875	25,3125	139913100	927,625	-25,4198032	-49,2649002	5460
1027	30	58	0	3	1118	36	258	15,3	92	98,46875	25,3125	139913100	927,625	-25,4199136	-49,2650048	7618
1028	30,09765625	61,6	0	3	1122,5	40	296	17,55	92	98,46875	25,3125	139913100	927,75	-25,4199668	-49,2650614	6067
1029	30,19921875	60,4	102	3	1132,5	39	310	18,4	92	98,46875	25,3125	139913110	927,75	-25,4199668	-49,2650614	5922
1030	30,296875	55,6	0	3	1121,625	33	254	15,05	92	98,3125	25,3125	139913110	928	-25,4200792	-49,2651709	5282
1031	30,296875	55,2	0	3	1129,625	32	225	13,35	92	98,3125	25,3125	139913125	928	-25,4200792	-49,2651709	7452
1032	30,296875	53,6	0	3	1119,75	29	218	12,9	92	98,3125	25,3125	139913125	928,875	-25,4200792	-49,2651709	6081
1033	30	39,6	102	3	1113,125	16	140	8,3	92	98,3125	25,3125	139913150	929,625	-25,420141	-49,2652326	5902
1034	29,3984375	0	102	3	1095,25	0	0	0	92	98,3125	25,3125	139913150	929,625	-25,4201894	-49,2652921	5511
1035	28,59765625	0	0	3	1063,875	0	0	0	92	98,3125	25,3125	139913170	930,5	-25,4201894	-49,2652921	7430
1036	27,8984375	0	102	3	1035	0	0	0	92	98,1875	25,3125	139913170	930,5	-25,4204033	-49,2655062	6034
1037	27,3984375	0	0	3	1013,125	0	0	0	92	98,1875	25,3125	139913170	930,5	-25,4204033	-49,2655062	5705
1038	26,8984375	0	0	3	996,625	0	0	0	92	98,1875	25,3125	139913170	930,5	-25,4204534	-49,2655498	5817
1039	26,5	0	102	3	987,125	0	0	0	92	98,1875	25,3125	139913190	930,375	-25,4205042	-49,2655878	7284
1040	26,296875	0	0	3	978,5	0	0	0	92	98,1875	25,3125	139913190	931,125	-25,4205493	-49,2656492	6156
1041	26,09765625	0	0	3	972,5	0	0	0	92	98,1875	25,3125	139913205	931,5	-25,4206554	-49,2657428	5769
1042	26,19921875	0	102	3	974,125	0	0	0	92	98,1875	25,3125	139913205	929	-25,4206554	-49,2657428	5626
1043	26,5	0	0	3	988,375	0	0	0	92	98,1875	25,3125	139913215	927,5	-25,4207539	-49,2658236	7507
1044	27,09765625	0	102	3	1007,875	0	0	0	92	98,1875	25,3125	139913215	927,5	-25,4207539	-49,2658236	6057
1045	27,796875	0	102	3	1036,125	0	0	0	92	98,03125	25,3125	139913245	926,5	-25,4208886	-49,2659036	5747
1046	28,59765625	0	102	3	1064,75	0	0	0	92	98,03125	25,3125	139913245	926,5	-25,4208886	-49,2659036	5499
1047	29,69921875	0	102	3	1104,25	0	0	0	92	98,03125	25,3125	139913245	924,5	-25,4210105	-49,2659648	7451
1048	30,3984375	0	102	3	1137,25	0	0	0	92	98,03125	25,3125	139913250	923,125	-25,4210846	-49,2659871	5976
1049	31,5	0	0	3	1179,125	0	0	0	92	98,03125	25,3125	139913250	923,5	-25,42115	-49,2660213	5748
1050	32,5	0	0	3	1208,875	0	0	0	92	98,03125	25,3125	139913265	923,5	-25,42115	-49,2660213	5601
1051	33,5	0	18	3	1247,75	0	0	0	92	98,03125	25,3125	139913265	923	-25,4212973	-49,2660805	7273
1052	32,69921875	0	18,4	3	1212,5	0	0	0	91	98,03125	25,3125	139913295	923	-25,4212973	-49,2660805	6180
1053	30,5	0	20	3	1352,625	0	0	0	91	98,03125	25,3125	139913295	921,625	-25,4215269	-49,266184	5855
1054	26,8984375	0	16,4	2	1365,625	0	0	0	91	98,03125	25,3125	139913310	921,625	-25,4215269	-49,266184	5753
1055	23	0	15,2	2	1168,875	0	0	0	91	98,03125	25,3125	139913310	921,75	-25,4215995	-49,2662154	7273
1056	21,8984375	0	0	2	1114,25	0	0	0	91	98,03125	25,3125	139913335	921,75	-25,4215995	-49,2662154	6180
1057	22,5	0	0	2	1139,5	0	0	0	91	98,03125	25,3125	139913335	921,5	-25,4217129	-49,2662667	5855
1058	23,19921875	0	0	2	1178,375	0	0	0	91	98,03125	25,3125	139913335	921,875	-25,4217623	-49,2662937	5753
1059	24,09765625	0	16,8	2	1214,75	0	0	0	91	98,1875	25,3125	139913345	921,875	-25,4217623	-49,2662937	7273
1060	23,3984375	0	102	2	1192,375	0	0	0	91	98,1875	25,3125	139913345	921,875	-25,4218159	-49,2663172	6180
1061	22,09765625	0	18	2	1124,75	0	0	0	91	98,1875	25,3125	139913355	921,625	-25,4218159	-49,2663172	5855
1062	20,296875	0	17,6	2	1035,75	0	0	0	91	98,1875	25,3125	139913355	921,125	-25,4218654	-49,2663402	5753
1063	18,59765625	0	102	2	941,875	0	0	0	91	98,1875	25,3125	139913375	921,125	-25,4219239	-49,2663635	7273
1064	17,296875	0	102	2	875	0	0	0	91	98,1875	25,3125	139913375	921	-25,4219239	-49,2663635	6180
1065	16,296875	0	102	2	826	0	0	0	91	98,03125	25,3125	139913385	920,875	-25,4221094	-49,266473	5855
1066	15,59765625	0	102	2	791,625	0	0	0	91	98,03125	25,3125	139913385	922,125	-25,4221467	-49,266505	5753
1067	15	0	102	2	762,625	0	0	0	91	98,03125	25,3125	139913385	922,375	-25,4221836	-49,2665254	7273
1068	14,5	0	0	2	731,25	0	0	0	91	98,03125	25,3125	139913395	922,375	-25,4221836	-49,2665254	6180
1069	15,796875	20,4	0	2	808,25	0	0	0	91	98,03125	25,3125	139913395	922,625	-25,4222106	-49,2665492	5855
1070	17,8984375	37,2	0	2	917,25	17	106	6,25	91	98,03125	25,3125	139913405	921,625	-25,4222773	-49,2665695	5753
1071	20,19921875	36,8	0	2	1026,375	13	89	5,25	91	98,03125	25,3125	139913405	919,75	-25,4223139	-49,2665782	7273
1072	22,59765625	34,4	0	2	993,25	11	77	4,55	91	98,03125	25,3125	139913415	919,75	-25,4223139	-49,2665782	6180
1073	25	36,8	0	3	943,75	15	86	5,1	91	98,03125	25,3125	139913415	916,625	-25,422408	-49,2666262	5855
1074	27,09765625	0	0	3	1022,75	0	0	0	91	98,03125	25,3125	139913435	916,625	-25,422408	-49,2666262	5753
1075	29,19921875	0	0	3	1091,5	0	0	0	91	97,90625	25,3125	139913435	916,125	-25,4224616	-49,2666621	7273
1076	31,09765625	0	0	3	1163,375	0	0	0	91	97,90625	25,3125	139913440	915,125	-25,422566	-49,26673	6180
1077	33,09765625	0	0	3	1228,625	0	0	0	91	97,90625	25,3125	139913440	915,125	-25,422566	-49,26673	5745
1078	34,296875	0	0	3	1284,75	0	0	0	91	97,90625	25,3125	139913440	912,5	-25,4226255	-49,2667911	5894
1079	35,19921875	0	0	3	1311,375	0	0	0	91	97,90625	25,3125	139913475	912,5	-25,4226835	-49,2668483	7462
1080	35,69921875	0	0	3	1329,5	0	0	0	91	97,75	25,3125	139913475	911,75	-25,4228499	-49,2670664	6121
1081	36,09765625	20	0	3	1335,25	0	0	0	91	97,75	25,3125	139913485	911,75	-25,4228499	-49,2670664	5879
1082	36,296875	0,8	0	4	1013,25	0	0	0	91	97,75	25,3125	139913485	910,75	-25,4228499	-49,2670664	5677
1083	36,69921875	22,8	0	4	1001,5	2	6	0,35	91	97,75	25,3125	139913505	910,5	-25,422966	-49,2672087	7763
1084	36,8984375	27,6	102	4	1007,875	6	44	2,6	91	97,75	25,3125	139913505	910,5	-25,422966	-49,2672087	6201
1085	36,796875	0	0	4	1006	0	0	0	91	97,625	25,3125	139913535	910,5	-25,4230884	-49,2673615	5812
1086	36,69921875	0	0	4	1006	0	0	0	91	97,625	25,3125	139913535	910,5	-25,4230884	-49,2673615	5626
1087	36,5	0	17,6	4	996,5	0	0	0	91	97,625	25,3125	139913535	910,5	-25,4231913	-49,2675149	7507
1088	34,8984375	0	17,2	4	953,75	0	0	0	91	97,625	25,09375	139913560	910,5	-25,4231913	-49,2675149	6240
1089	32,8984375	0	17,2	4	1087,625	0	0	0	91	97,625	25,09375	139913560	911	-25,4231913	-49,2675149	5769
1090	30,69921875	0	7,6	3	1086,375	0	0	0	91	97,625	25,09375	139913570	910,5	-25,4232732	-49,267596	5524
1091	29,3984375	0	0	2	1483,75	0	0	0	91	97,625	25,09375	139913570	910,5	-25,4233327	-49,2676673	7507
1092	28,3984375	0	102	2	1434,25	0	0	0	91	97,625	25,09375	139913605	910	-25,4233327	-49,2676673	6240
1093	27,59765625	0	0	2	1396,875	0	0	0	91	97,625	25,09375	139913605	910	-25,4238381	-49,2683246	5769
1094	26,796875	0	0	2	1352,75	0	0	0	91	97,625	25,09375	139913610	910,625	-25,4238381	-49,2683246	5524
1095	25,8984375	0	102	2	1309,125	0	0	0	91	97,625	25,09375	139913610	910,5	-25,4238381	-49,2683246	7507
1096	25,09765625	0	0	2	1269,375	0	0	0	91	97,5	25,09375	139913610	910,5	-25,4238381	-49,2683246	6240
1097	24,296875	0	0	2	1228,375	0	0	0	91	97,5	25,09375	139913635	911	-25,4238381	-49,2683246	5769
1098	23,3984375	0	0	2	1179,125	0	0	0	91	97,5	25,09375	139913635	912	-25,4238381	-49,2683246	5524
1099	21,3984375	0	17,6	2	1074,875	0	0	0	91	97,5	25	139913645	913,125	-25,4238381	-49,2683246	7507
1100	19,296875	0	17,6	2	973	0	0	0	91	97,5	25	139913645	912	-25,4238381	-49,2683246	6240
1101	17,09765625	0	18	2	861,125	0	0	0	91	97,5	25	139913660	911,875	-25,4238381	-49,2683246	5769
1102	15,09765625	0	20	2	763	0	0	0	91	97,5	25	139913660	907,375	-25,4239021	-49,2684038	5524
1103	13,296875	0	20,8	2	669,625	0	7	0,4	91	97,5	25	139913675	907,375	-25,4239021	-49,2684038	7507
1104	11	0	102	1	563,75	14	52	3,05	91	97,5	25	139913675	908	-25,4239255	-49,2684381	6240
1105	8,5	0	28,8	1	609,25	12	47	2,75	91	97,5	25	139913680	908	-25,4239255	-49,2684381	5769
1106	5,296875	0	31,6	1	596,5	12	48	2,85	91	97,5	25	139913680	907,875	-25,4239485	-49,2684621	5524
1107	1,796875	0	36,8	1	601,25	12	48	2,85	91	97,34375	25	139913680	907,5	-25,4239736	-49,2684851	7507
1108	0,3984375	0	102	1	602,25	12	45	2,65	91	97,34375	25	139913685	907,375	-25,4239932	-49,2684976	6240
1109	0,3984375	0	102	1	600,125	11	45	2,65	91	97,34375	25	139913685	905,75	-25,4239999	-49,26851	5790
1110	0	0	102	1	597,5	12	46	2,7	91	97,34375	25	139913685	906,125	-25,4240103	-49,2685138	5588
1111	0	0	37,2	1	600,375	12	47	2,75	91	97,34375	25	139913685	906,375	-25,4240108	-49,2685142	7540
1112	0	0	37,2	1	600,125	12	48	2,85	91	97,34375	25	139913685	906,125	-25,4240107	-49,2685151	6101
1113	0	0	36	1	599,25	12	46	2,7	91	97,34375	25	139913685	906,5	-25,4240081	-49,2685133	5813
1114	0	0	102	1	600,25	12	47	2,75	91	97,34375	25,09375	139913685	906,875	-25,4240059	-49,2685127	5588
1115	0	0	37,2	1	599,5	12	47	2,75	91	97,34375	25,09375	139913685	907,375	-25,4240051	-49,2685141	7529
1116	0	0	102	1	600,625	12	47	2,75	91	97,34375	25,09375	139913685	907,375	-25,4240051	-49,2685141	6102
1117	0	0	102	1	600,875	12	47	2,75	91	97,34375	25,09375	139913685	907,75	-25,4240037	-49,2685111	5791
1118	0	0	37,2	1	599,625	12	47	2,75	91	97,34375	25,09375	139913685	908,125	-25,4240037	-49,2685111	5588
1119	0	0	37,2	1	601,375	12	46	2,7	91	97,34375	25,09375	139913685	908,125	-25,4240024	-49,268511	7529
1120	0	0	37,2	1	600,875	12	46	2,7	91	97,34375	25,09375	139913685	908,125	-25,4240024	-49,268511	6104
1121	0	0	37,2	1	599,375	12	47	2,75	91	97,34375	25,3125	139913685	908,125	-25,4240026	-49,2685115	5791
1122	0	0	102	1	600,25	12	47	2,75	91	97,34375	25,3125	139913685	908,5	-25,4240026	-49,2685117	5588
1123	0	0	102	1	600	12	46	2,7	91	97,34375	25,3125	139913685	908,5	-25,4240026	-49,2685117	7540
1124	0	0	102	1	601,125	12	46	2,7	91	97,34375	25,3125	139913685	908,5	-25,4240027	-49,2685117	6109
1125	0	0	37,6	1	600	12	46	2,7	91	97,34375	25,3125	139913685	908,25	-25,4240031	-49,2685117	5790
1126	0	0	102	1	597,5	12	47	2,75	91	97,34375	25,3125	139913685	908,25	-25,4240031	-49,2685117	5588
1127	0	0	102	1	600,25	12	46	2,7	91	97,34375	25,3125	139913685	908,75	-25,4240049	-49,268514	7540
1128	0	0	102	1	600	12	46	2,7	91	97,34375	25,3125	139913685	909	-25,4240057	-49,2685137	6112
1129	0	0	37,6	1	599,375	12	46	2,7	91	97,34375	25,3125	139913685	909	-25,4240057	-49,2685137	5791
1130	0	0	37,6	1	599,5	12	47	2,75	91	97,34375	25,3125	139913685	908,5	-25,4240085	-49,2685106	5588
1131	0	0	37,2	1	599,25	12	47	2,75	91	97,34375	25,5	139913685	908,5	-25,4240085	-49,2685106	7529
1132	0	0	37,2	1	600,125	12	46	2,7	91	97,34375	25,5	139913685	908,25	-25,4240075	-49,2685125	6112
1133	0	0	35,6	1	600,625	12	47	2,75	91	97,34375	25,5	139913685	908,25	-25,4240075	-49,2685125	5791
1134	0	0	102	1	517	28	95	5,6	91	97,34375	25,5	139913685	908,375	-25,4240092	-49,2685097	5562
1135	1,59765625	49,2	102	1	609,875	41	144	8,55	91	97,34375	25,5	139913685	907,375	-25,4240081	-49,2685107	7641
1136	4,59765625	68,4	102	1	1111,5	56	432	25,65	91	97,34375	25,5	139913685	907,375	-25,4240081	-49,2685107	6079
1137	8,796875	72,8	102	1	1257,125	60	513	30,45	91	97,34375	25,5	139913685	908,125	-25,424015	-49,2685122	5813
1138	12,19921875	74	0	1	1372,25	52	480	28,5	91	97,34375	25,5	139913685	908,125	-25,424015	-49,2685122	5193
1139	15,296875	78,4	102	1	1505,25	59	610	36,2	91	97,34375	25,5	139913685	908	-25,424015	-49,2685122	8098
1140	17,8984375	78,4	102	1	1474,625	50	541	32,1	91	97,34375	25,5	139913695	910,25	-25,4240449	-49,2685489	6077
1141	20,3984375	78	0	2	1033,75	61	389	23,05	91	97,34375	25,5	139913695	910,25	-25,4240449	-49,2685489	5793
1142	23	74,8	102	2	1167,5	73	594	35,25	91	97,34375	25,59375	139913695	912,25	-25,4240902	-49,2686087	5155
1143	25,09765625	70	0	2	1273,875	50	460	27,3	90	97,21875	25,59375	139913695	912,125	-25,4240902	-49,2686087	7551
1144	26,59765625	69,6	0	3	996,75	48	266	15,75	90	97,21875	25,59375	139913715	912,125	-25,4241199	-49,2686461	6186
1145	27,69921875	61,2	0	3	1035,25	44	309	18,3	90	97,21875	25,59375	139913715	913,25	-25,4241951	-49,2687223	5792
1146	29,19921875	68,4	102	3	1088,375	59	452	26,8	90	97,21875	25,59375	139913715	914	-25,4241951	-49,2687223	5422
1147	30,3984375	60,4	0	3	1132,25	39	305	18,1	90	97,21875	25,59375	139913730	912,875	-25,424247	-49,2687614	7563
1148	31,3984375	52,4	0	3	1167	30	271	16,05	90	97,21875	25,59375	139913730	912,875	-25,424311	-49,2687903	6085
1149	31,796875	57,2	102	3	1179,875	29	216	12,8	90	96,78125	25,59375	139913755	913	-25,424311	-49,2687903	5512
1150	33	74	0	3	1228,875	64	542	32,15	90	96,78125	25,59375	139913755	911	-25,4245826	-49,2688393	5269
1151	34,59765625	66,8	102	3	1289,75	48	464	27,55	90	96,78125	25,59375	139913770	911	-25,4245826	-49,2688393	7507
1152	35,59765625	76	102	3	1088	38	302	17,9	90	96,5	25,59375	139913770	910,125	-25,42474	-49,2688137	5966
1153	36,69921875	66,8	102	4	1005,25	58	401	23,8	90	96,5	25,5	139913790	910,125	-25,42474	-49,2688137	5942
1154	37,5	58	102	4	1029,5	40	297	17,6	90	96,5	25,5	139913790	909,5	-25,4249162	-49,2687733	5371
1155	37,3984375	40,8	0	4	1020,125	1	0	0	91	96,5	25,5	139913790	909,5	-25,4249162	-49,2687733	7519
1156	38,19921875	85,6	0	4	1051,25	71	523	31,05	91	96,5	25,5	139913820	908,875	-25,4250993	-49,2687229	6159
1157	39,296875	76	0	4	1078,75	68	523	31,05	91	96,5	25,5	139913820	909	-25,4251911	-49,2687163	5857
1158	40,3984375	67,6	0	4	1108,75	56	446	26,45	91	96,5	25,40625	139913830	909,625	-25,4252796	-49,2687175	5180
1159	40,8984375	11,2	0	4	1099,75	9	103	6,1	91	96,5	25,40625	139913830	909,625	-25,4253805	-49,2687032	7396
1160	40,296875	11,6	0	4	1098,625	0	0	0	91	96,5	25,40625	139913875	909,625	-25,4253805	-49,2687032	6044
1161	39,69921875	8,4	0	4	1084	0	0	0	91	96,5	25,40625	139913875	909,5	-25,4253805	-49,2687032	5792
1162	39,19921875	31,2	0	4	1077,5	7	20	1,15	91	96,5	25,40625	139913885	909,5	-25,4254794	-49,2686891	5651
1163	39,296875	46	0	4	1070,625	22	162	9,6	91	96,5	25,40625	139913885	910,375	-25,4254794	-49,2686891	7474
1164	39,3984375	50,4	0	4	1080	28	202	11,95	91	96,5	25,3125	139913905	910,375	-25,4258611	-49,2686314	6090
1165	39,5	47,2	0	4	1080,125	23	204	12,1	91	96,5	25,3125	139913905	911,875	-25,4259654	-49,2686234	6011
